Time	[X]	[Y]
56.0	-0.12580039986681618	5.194024351142049
56.5	0.4352172322035619	5.652686758363106
57.0	-0.30970257049408645	5.173441212225708
57.5	0.019709944759337628	5.974505333571108
58.0	0.10344750514013179	5.420945298465483
58.5	0.45713477053676554	6.4322535255047555
59.0	-0.15555248307182062	6.19077432542262
59.5	-0.008357148850773544	6.541468002229228
60.0	0.4843772297681286	6.646921958895903
60.5	0.20224431890210648	6.417594325332039
61.0	0.5455479492504787	7.073099385589366
61.5	0.02409998271605507	6.590620148555298
62.0	-0.12273193292753781	7.373812652437766
62.5	0.5076965101864674	7.503932720562309
63.0	-0.29096117352652884	7.1203644168804106
63.5	0.045205448272812365	7.533865299478897
64.0	0.6665161226840175	8.172412139764122
64.5	-0.08935720395379776	7.896271887048467
65.0	0.2284796615599376	8.246025649029388
65.5	0.24794079930058222	8.470763760053163
66.0	-0.2073617530546169	8.120682575283068
66.5	-0.05195999969486215	8.14614336257434
67.0	0.23852274337833146	8.848866445869184
67.5	0.4515217492954795	8.171701860430208
68.0	-0.07025195155757752	8.964181187727528
68.5	0.10910080543180767	8.562891535708992
69.0	0.9395458329166102	8.915771869949635
69.5	7.015020362608304	0.6952741085526208
70.0	3.936242630822189	0.6764969932323699
70.5	2.05763991156392	1.4483159705599957
71.0	1.1802653901235616	1.7452187203769687
71.5	0.44838442246884413	2.3305908069320376
72.0	-0.2732481269004898	2.6139648205161663
72.5	0.5741281411873076	3.1544541139329434
73.0	-0.28357166121288596	2.981636140741031
73.5	0.4357313861283839	2.942360034650553
74.0	0.17810853052298314	3.8221973942603658
74.5	0.2442310882665657	3.949965974804882
75.0	0.4611823635725416	3.940631979124028
75.5	-0.2541520234737962	3.6870868858889
76.0	0.27751368869676774	4.070450217954485
76.5	-0.14231307079711147	3.727623417036365
77.0	0.5064370156799114	4.645264241452474
77.5	-0.08148024771956597	4.133460029646476
78.0	0.21654576223974453	5.010693063912011
78.5	0.6112925299621734	4.879975124699047
79.0	-0.20627637614218386	5.3182972006529186
79.5	0.30687817619821856	5.352148447479361
80.0	0.348380962020447	4.989874724529147
80.5	0.18431216937802397	5.796452132160308
81.0	0.03869225311564772	5.297670459224477
81.5	0.4639381665857627	5.65905199313868
82.0	0.4575271999989381	5.720869535625429
82.5	0.27195037472937655	6.499341261660001
83.0	0.08255351161807367	6.79075808598818
83.5	0.06667317787659166	6.394871669979088
84.0	-0.161594997421333	6.634699124511711
84.5	0.5285155347363464	6.717329446871618
85.0	0.600204260073401	7.417113643174091
85.5	-0.2802210372874975	6.933615211780188
86.0	0.17065648977285086	7.811231860387945
86.5	-0.13400178888041903	7.875444979511581
87.0	0.2015315781144198	7.570679657548988
87.5	0.12901742205796396	8.02187526923056
88.0	0.43269191996979717	7.588175330703972
88.5	0.6006787809994818	8.177180776336327
89.0	0.4757727896869137	8.358600343609686
89.5	0.3427128234163669	8.377914862565452
90.0	-0.05590593571380742	8.452316203643267
90.5	-0.052049308556395	8.218513979685907
91.0	-0.11268792793810684	8.635995594602766
91.5	0.3793089791396733	9.073485312189861
92.0	0.6615316596153737	8.984479744700028
92.5	3.349170299464333	5.472009632094839
93.0	5.240809007004909	0.5938865345147131
93.5	3.240340502847751	0.688473510470198
94.0	2.2348355725637283	1.1647612146335993
94.5	0.664905126956931	2.3420665687937765
95.0	0.22317610415461264	2.75914457546873
95.5	0.6726145616037542	2.3960866763325814
96.0	0.48129200740460565	3.1294656186817957
96.5	0.5456868896773774	3.031353330940888
97.0	-0.343155110752661	3.3914927850915317
97.5	-0.10064358026715892	3.3887523411120113
98.0	0.25091049862945014	4.095445316251265
98.5	-0.07936763233331551	4.03684779133439
99.0	-0.020613590512123747	4.149504883082793
99.5	0.09582149112336369	4.615409633297966
100.0	-0.1673460245875802	4.162849260714485
